Product,Flow,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Nuclear,Industry (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,Transport (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,Residential (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,Commercial and public services (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nuclear,Other final consumption (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renewables and waste,Production (ktoe),65002.1367,66087.2773,65501.8893,65864.0677,69291.1687,68390.023,69922.3527,73480.8248,73507.2564,74532.4023,71958.8002,71107.6301,76882.9909,84747.8095,89406.0759,93324.0329,98558.1409,107139.6195,112667.5384,110930.8941,118586.4067,115842.9204,116383.2885,117808.2989,118554.0858,120122.8868,122346.948,123638.346,129643.24
Renewables and waste,Imports (ktoe),599.583,556.7881,280.3517,743.4365,964.5863,1258.9895,680.1946,465.6494,94.0374,199.1872,43.5923,71.4785,9.1021,19.5252,36.9673,58.1406,102.069,9.6901,0.646,0.646,39.3912,600.9325,291.2863,68.0404,511.2926,431.5521,434.8372,974.8926,947.115
Renewables and waste,Exports (ktoe),0.0,0.0,0.0,-98.5686,-156.417,-211.8413,-110.8807,-92.6906,-78.2805,-212.4553,-121.0888,-168.985,-395.6194,-400.5304,-1172.7051,-1295.7071,-1825.5061,-1863.3678,-2704.8713,-1714.7334,-983.5252,-1017.0953,-1601.8271,-1542.9669,-766.3987,-1107.3653,-935.4194,-728.4531,-883.4093
Renewables and waste,Total energy supply (ktoe),65538.4044,65936.437,65779.721,66669.8115,70051.2327,69430.8711,70425.2015,72924.5741,73640.0592,75195.8032,72830.9441,71228.7351,77045.6112,83492.2258,88810.8365,92424.3282,96518.3521,104539.026,110515.5544,110127.2952,116836.6784,115265.8834,114847.2961,116083.9364,117427.5954,120353.4237,122005.3515,123638.7267,128864.0641
Renewables and waste,"Electricity, CHP and heat plants (ktoe)",-18516.2606,-19554.9155,-20160.3086,-21202.4218,-21934.8906,-22945.8297,-24195.677,-25450.9554,-26554.4187,-26852.2069,-27736.6247,-24803.5158,-26608.5268,-28640.709,-30056.4107,-31767.6269,-32869.3083,-35478.6949,-35513.4422,-37970.2541,-40651.3709,-42957.6643,-42628.6439,-41575.0135,-41659.8869,-41748.6872,-44716.7055,-45029.2486,-47574.7881
Renewables and waste,"Oil refineries, transformation (ktoe)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renewables and waste,Total final consumption (ktoe),33667.5696,33046.0912,33176.0441,33051.9957,34952.0486,34129.0042,34198.6923,34634.6122,35752.6425,37497.7546,35095.5194,36364.2059,39616.8798,42276.0573,45323.5017,46619.2744,48803.026,52566.2732,55789.9058,55718.721,59329.1895,57227.9577,57271.1671,58224.3966,59357.0633,61858.4791,61782.0712,63237.6012,63403.8898
Renewables and waste,Industry (ktoe),16852.4224,16106.5105,16599.9386,17302.9251,19041.8894,18674.9638,18629.6645,19254.3472,20443.1214,22001.6473,20481.0034,21884.6067,23435.8859,25816.1455,27942.0648,28477.2757,31060.087,32678.466,32617.3708,31563.1164,34404.0078,34498.9408,35247.6437,34655.9543,33804.1012,33014.2212,34967.3672,35125.3984,31818.5175
Renewables and waste,Transport (ktoe),5857.6029,6105.7023,5972.9282,6228.3945,6643.7911,6869.2421,7151.8429,6910.0551,6782.9739,6798.4531,5820.1926,5377.3445,6084.9721,5794.1804,6444.974,6963.1519,6453.6245,8909.8652,12002.3372,13156.2329,14065.6267,12415.9948,11685.5502,13765.6391,15142.5077,17922.8905,16351.5261,16602.26,19191.3227
Renewables and waste,Residential (ktoe),8602.5253,8544.4409,8506.5339,7476.275,7259.2304,6544.2243,6384.5351,6459.6066,6596.6295,6802.368,6982.1773,7277.9547,8113.1814,8457.1238,8576.8753,8752.4278,8778.0051,8329.4556,8236.6875,8112.8663,7785.0634,6988.2525,6950.4581,6143.2415,6586.6242,6807.7887,6492.8396,6870.7211,7653.9763
Renewables and waste,Commercial and public services (ktoe),173.3804,168.5113,166.2273,161.1593,153.1102,148.3527,154.6627,152.5142,146.5647,145.3727,138.6406,132.6661,123.25,140.8141,137.1882,140.1282,143.5232,150.3848,156.1022,158.4429,174.7934,187.4635,186.457,186.457,188.0822,182.6321,174.4003,175.6172,170.0297
Renewables and waste,Other final consumption (ktoe),2181.6386,2120.9262,1930.416,1883.2417,1854.0275,1892.2212,1877.9871,1858.089,1783.353,1749.9135,1673.5055,1691.6339,1859.5904,2067.7935,2222.3995,2286.2908,2367.7862,2498.1016,2777.408,2728.0624,2899.6981,3137.3061,3201.0581,3473.1048,3635.748,3930.9466,3795.938,4463.6045,4570.0436
Electricity,Production (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity,Imports (ktoe),2282.4592,2329.1488,2065.5202,2369.8194,2731.4703,3039.7248,3144.1101,3480.4815,3388.822,3436.6294,3812.9837,3254.8581,3145.3138,3194.411,3215.1333,3370.7653,3563.8005,3513.8435,3688.822,3530.8684,3087.3603,3304.3852,3501.4617,3468.0997,2904.3852,2978.6758,3552.2786,3139.3722,3007.7121
Electricity,Exports (ktoe),-0.6019,-0.6879,-0.6879,-0.9458,0.0,0.0,-0.6879,-0.6879,-0.6879,-0.6019,-0.6019,-0.5159,-0.6019,-0.5159,-0.6019,-13.7575,-24.3336,-174.8925,-59.2433,-92.8633,-108.0825,-218.7446,-40.1548,0.0,-0.258,-18.8306,-44.54,-13.4298,-0.0684
Electricity,Total energy supply (ktoe),2281.8573,2328.4609,2064.8323,2368.8736,2731.4703,3039.7248,3143.4222,3479.7936,3388.1341,3436.0275,3812.3818,3254.3422,3144.712,3193.8951,3214.5314,3357.0077,3539.4669,3338.951,3629.5787,3438.0052,2979.2777,3085.6406,3461.307,3468.0997,2904.1273,2959.8452,3507.7386,3125.9425,3007.6438
Electricity,"Electricity, CHP and heat plants (ktoe)",19159.1574,20152.7945,20785.2106,21666.0361,22359.5013,23697.4205,25045.3998,26481.6853,27665.3483,28748.9252,29968.8735,28209.1143,29686.7584,31288.6501,33269.0456,34585.3826,35997.5065,38173.8607,39775.3224,40029.0628,44313.1556,45675.0645,47492.7773,49076.4402,50755.804,49979.5356,49741.8745,50640.9981,51670.2102
Electricity,"Oil refineries, transformation (ktoe)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Electricity,Total final consumption (ktoe),18127.2571,18709.8882,19140.3267,20054.0843,20811.6079,22055.546,23100.8598,24552.4506,25571.969,26253.5684,27614.7034,25672.8289,26889.9398,28392.4334,29814.7893,31097.1625,32276.7842,33951.9347,35241.2726,35019.0026,37649.3551,39346.1737,40664.8323,41888.822,43058.9854,42274.2906,42315.9071,42904.3018,43664.0423
Electricity,Industry (ktoe),9659.4153,9891.7455,10024.5916,10529.8366,10849.2691,10934.7377,11156.9218,11652.7085,11730.6105,11912.9837,12616.509,11986.7584,13125.6234,13819.0886,14794.583,15079.1917,15771.1952,16561.9948,16957.7816,16017.1109,17484.9527,18004.2992,18024.1617,18070.5073,17706.9647,16905.589,16871.2812,17169.7255,17262.2624
Electricity,Transport (ktoe),102.6655,92.9493,102.4936,103.1814,101.1178,104.1273,98.8822,98.0224,100.6019,101.4617,107.4807,103.1814,80.8255,84.2648,89.3379,102.1496,125.7094,135.4256,138.1771,136.8014,142.9063,219.0886,239.2089,223.2158,240.2408,238.0052,218.0567,224.5027,244.2966
Electricity,Residential (ktoe),4184.5228,4388.3921,4459.5873,4611.264,4811.006,5466.9819,5937.7472,6368.9596,6825.2794,6989.7678,7189.4239,6343.0782,6255.546,6547.1195,6756.4058,7153.3104,7378.3319,7814.3594,8218.8306,8751.4187,9325.6234,9627.773,10115.7352,10739.123,11354.1702,11291.0576,11426.9132,11559.7262,11849.5432
Electricity,Commercial and public services (ktoe),3607.4807,3707.4807,3905.503,4121.4961,4328.8048,4760.963,5060.1892,5504.2132,5917.7988,6159.8452,6595.8727,6174.0327,6316.853,6713.8435,6893.7231,7413.8435,7589.9398,7932.3302,8344.626,8686.3285,9174.2906,9649.785,10285.0387,10810.7481,11458.8134,11529.1488,11371.2812,11479.5101,11692.8022
Electricity,Other final consumption (ktoe),573.1728,629.3207,648.1513,688.3061,721.4101,788.736,847.1195,928.5469,997.6784,1089.5099,1105.417,1065.7782,1111.092,1228.1169,1280.7395,1348.6672,1411.6079,1507.8246,1581.8573,1427.3431,1521.5821,1845.2279,2000.6879,2045.2279,2298.7962,2310.4901,2428.3749,2470.8374,2615.1378
Heat,Production (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9913,73.9945,87.0116,82.6407,90.4032,106.382,164.7559,145.2422,374.5343,111.4694,114.0011,68.1905,114.1683,57.6813,68.9548,73.4451,79.464,79.8223,90.8736,90.8819
Heat,Imports (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Exports (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Total energy supply (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9913,73.9945,87.0116,82.6407,90.4032,106.382,164.7559,145.2422,374.5343,111.4694,114.0011,68.1905,114.1683,57.6813,68.9548,73.4451,79.464,79.8223,90.8736,90.8819
Heat,"Electricity, CHP and heat plants (ktoe)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,"Oil refineries, transformation (ktoe)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Total final consumption (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Industry (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Transport (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Residential (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Commercial and public services (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Heat,Other final consumption (ktoe),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,Production (ktoe),104238.9606,104825.2218,104814.8626,105751.9359,110780.106,112175.4406,118729.4694,126425.1261,133613.6021,141566.358,147814.0874,151832.2949,167580.282,178549.7809,182720.0783,194969.1352,206592.3685,216687.1118,228500.5067,230873.7718,246970.044,249145.4974,250584.7566,252212.882,266114.3844,277340.6952,284138.884,293405.5925,295681.1944
Total,Imports (ktoe),43242.4351,42956.9311,43497.9707,51435.4434,52106.9681,51382.5728,56654.7902,57896.5986,56515.557,51800.0295,50584.5259,53481.194,51180.4196,46841.0932,54257.6137,49776.0057,51446.3761,58951.822,60558.0313,52627.6404,65390.1306,67908.0816,69433.6855,75248.5052,77492.9615,70861.081,58235.0821,64095.1899,63026.5238
Total,Exports (ktoe),-4000.2547,-3132.8999,-3742.3939,-5698.2155,-5243.3367,-3052.5383,-2192.543,-2389.0258,-4446.2487,-4077.034,-6149.5847,-13217.8347,-20398.2184,-21642.3816,-22767.7899,-24606.6935,-30533.3077,-33672.161,-33325.2325,-36777.723,-40242.9145,-39045.5346,-35478.8947,-29105.8939,-34233.89,-45139.8749,-50391.43,-60495.0738,-65104.2553
Total,Total energy supply (ktoe),140302.1713,142951.3149,144447.4169,148067.9316,155875.9454,161214.8362,169796.8459,178423.2472,182707.9805,186864.9891,187666.1846,190996.2886,196110.4486,199339.5888,210488.5104,215807.2162,223314.7154,235964.5108,249169.5671,240929.4783,266531.5012,270138.3869,280750.5722,293394.2971,302520.7536,296402.6035,285613.3081,290927.1833,287026.1521
Total,"Electricity, CHP and heat plants (ktoe)",-2814.5696,-2950.3609,-3476.61,-3039.9561,-2945.2849,-3823.4672,-4179.2929,-4768.3692,-5047.9102,-6738.6939,-7322.3937,-9749.4101,-8656.1759,-8508.5892,-9337.455,-9402.0201,-10020.5986,-9569.5454,-12128.5389,-9669.9907,-13813.4609,-12416.4708,-16242.6004,-20969.1817,-24811.6038,-24108.7894,-19304.8793,-19737.2696,-18169.476
Total,"Oil refineries, transformation (ktoe)",-386.5946,-576.2453,-932.4554,-1059.1052,-816.5103,-601.0442,-863.5649,-292.6218,-901.8093,-1068.3559,-718.2963,-839.3583,-1688.4855,-1696.2737,-1057.2592,-1533.885,-1817.0916,-289.5229,-421.0425,-690.6581,-97.9292,-566.6971,409.1702,-495.9883,-500.6201,-616.326,-424.9257,-545.0615,-610.3311
Total,Total final consumption (ktoe),111397.7349,112888.6722,114647.6675,117831.1249,123959.689,129198.8083,135723.9128,143499.1783,148295.1652,151752.8698,153484.8354,152820.7171,157954.6447,160100.2056,169035.9822,172131.4376,177716.3033,188052.3924,195048.4491,191224.2877,211299.7176,218242.9927,224931.9772,228776.4889,232666.46,227744.6498,224513.6558,228476.8159,224620.5071
Total,Industry (ktoe),39897.1269,40076.3086,41025.3596,42891.8086,45504.8587,46471.8226,48432.1245,50742.7514,52470.1345,55150.2253,56255.1742,56423.5435,60030.3646,62672.3901,66633.5268,67506.8516,70983.5962,75824.3622,76183.7203,71663.5655,80071.9418,83135.631,83190.7806,82390.4478,81048.5686,78633.6251,78030.9841,79380.8969,75241.806
Total,Transport (ktoe),32964.1759,34473.0256,34548.1913,35949.6703,37756.6577,41334.9724,44782.2882,46880.761,48848.3658,47944.3143,47377.4894,47786.7711,49141.5801,48130.6567,51744.7847,52592.4647,53216.7602,57559.7215,62384.9406,62637.9092,70047.1722,74190.3721,79350.5846,83799.8744,87030.922,84736.195,82925.956,83555.4345,83448.5035
Total,Residential (ktoe),18043.6789,18331.127,18561.9913,17891.3851,17874.5636,18088.9253,18654.6969,19171.5946,19794.4672,20289.7164,20684.7181,20151.6946,20681.2032,20895.3862,21351.7482,21821.1729,22082.4408,22264.0731,22730.7211,23219.4107,23655.7166,23252.6628,23745.891,23720.2608,24780.0291,24945.2701,24842.1324,25407.2662,26430.4769
Total,Commercial and public services (ktoe),4663.6419,4711.755,4920.7504,5086.4999,5615.3924,6085.9991,6223.6265,6781.8703,7302.9146,7784.7104,8187.0666,7842.6473,8117.6918,8202.3339,8456.6269,8896.5828,9073.6596,9480.0762,9750.1509,9890.9547,10357.2172,10871.5684,11440.1631,11928.942,12601.7919,12559.2642,12401.3591,12478.8682,12703.9579
Total,Other final consumption (ktoe),15829.1115,15296.4559,15591.375,16011.7609,17208.2165,17217.0882,17631.177,19922.2008,19879.2834,20583.9033,20980.3871,20616.0604,19983.805,20199.4385,20849.2956,21314.3658,22359.8466,22924.1595,23998.9163,23812.4476,27167.6695,26792.7583,27204.5577,26936.9641,27205.1483,26870.2953,26313.2245,27654.3503,26795.7627
Fossil fuels,Electricity output (GWh),10017.0,11154.0,11731.0,11515.0,11893.0,13583.0,16328.0,18458.0,19504.0,29005.0,30243.0,36902.0,35049.0,32958.0,41974.0,41232.0,41132.0,38927.0,58408.0,37753.0,63878.0,52070.0,80266.0,116971.0,142558.0,135654.0,97214.0,106564.497,90432.714
Nuclear,Electricity output (GWh),2237.0,1442.0,1759.0,442.0,55.0,2519.0,2427.0,3169.0,3265.0,3977.0,6046.0,14279.0,13836.0,13358.0,11611.0,9855.0,13754.0,12350.0,13969.0,12957.0,14523.0,15659.0,16038.0,15450.0,15378.0,14734.0,15864.0,15739.196,15673.887
Renewable sources,Electricity output (GWh),210567.0,221781.0,228242.0,240019.0,248093.0,259499.0,272523.0,286355.0,298979.0,301368.0,312249.0,276891.0,296372.0,317571.0,333334.0,351141.0,363765.0,392685.0,390210.0,414828.0,436961.0,463472.0,456037.0,438338.0,432354.0,430874.0,465420.0,466651.116,494817.944
Total,Electricity output (GWh),222821.0,234377.0,241732.0,251976.0,260041.0,275601.0,291278.0,307982.0,321748.0,334716.0,348910.0,328508.0,345671.0,364339.0,387453.0,403033.0,419337.0,445147.0,463067.0,466121.0,515745.0,531757.0,552624.0,571098.0,590651.0,581652.0,578889.0,589401.381,601371.158
